areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",utla,2021-02-08,15.9,0.9,
E06000023,"Bristol, City of",utla,2021-02-07,15.7,0.9,
E06000023,"Bristol, City of",utla,2021-02-06,15.7,0.9,
E06000023,"Bristol, City of",utla,2021-02-05,14.8,0.9,
E06000023,"Bristol, City of",utla,2021-02-04,13.8,0.9,
E06000023,"Bristol, City of",utla,2021-02-03,13.4,0.9,
E06000023,"Bristol, City of",utla,2021-02-02,13.0,0.9,
E06000023,"Bristol, City of",utla,2021-02-01,12.8,0.9,
E06000023,"Bristol, City of",utla,2021-01-31,12.6,0.9,
E06000023,"Bristol, City of",utla,2021-01-30,12.4,0.9,
E06000023,"Bristol, City of",utla,2021-01-29,11.6,0.9,
E06000023,"Bristol, City of",utla,2021-01-28,10.8,0.9,
E06000023,"Bristol, City of",utla,2021-01-27,10.5,0.9,
E06000023,"Bristol, City of",utla,2021-01-26,10.1,0.9,
E06000023,"Bristol, City of",utla,2021-01-25,9.9,0.9,
E06000023,"Bristol, City of",utla,2021-01-24,9.7,0.9,
E06000023,"Bristol, City of",utla,2021-01-23,9.5,0.9,
E06000023,"Bristol, City of",utla,2021-01-22,8.3,0.9,
E06000023,"Bristol, City of",utla,2021-01-21,7.6,0.9,
E06000023,"Bristol, City of",utla,2021-01-20,7.3,0.9,
E06000023,"Bristol, City of",utla,2021-01-19,6.8,0.9,
E06000023,"Bristol, City of",utla,2021-01-18,6.4,0.9,
E06000023,"Bristol, City of",utla,2021-01-17,6.1,0.9,
E06000023,"Bristol, City of",utla,2021-01-16,5.9,0.9,
E06000023,"Bristol, City of",utla,2021-01-15,5.3,0.9,
E06000023,"Bristol, City of",utla,2021-01-14,4.7,0.9,
E06000023,"Bristol, City of",utla,2021-01-13,4.3,0.9,
E06000023,"Bristol, City of",utla,2021-01-12,3.9,0.9,
E06000023,"Bristol, City of",utla,2021-01-11,3.7,0.9,
E06000023,"Bristol, City of",utla,2021-01-10,3.5,0.8,
E06000023,"Bristol, City of",utla,2021-01-09,3.3,0.6,
E06000023,"Bristol, City of",utla,2021-01-08,3.0,0.4,
E06000023,"Bristol, City of",utla,2021-01-07,2.6,0.3,
E06000023,"Bristol, City of",utla,2021-01-06,2.3,0.3,
E06000023,"Bristol, City of",utla,2021-01-05,2.1,0.1,
E06000023,"Bristol, City of",utla,2021-01-04,2.1,0.1,
E06000023,"Bristol, City of",utla,2021-01-03,2.0,0.1,
E06000023,"Bristol, City of",utla,2021-01-02,2.0,0.1,
E06000023,"Bristol, City of",utla,2021-01-01,2.0,0.1,
E06000023,"Bristol, City of",utla,2020-12-31,2.0,0.1,
E06000023,"Bristol, City of",utla,2020-12-30,1.9,0.1,
E06000023,"Bristol, City of",utla,2020-12-29,1.8,0.1,
E06000023,"Bristol, City of",utla,2020-12-28,1.7,0.1,
E06000023,"Bristol, City of",utla,2020-12-27,1.7,0.1,
E06000023,"Bristol, City of",utla,2020-12-26,1.7,0.1,
E06000023,"Bristol, City of",utla,2020-12-25,1.7,0.1,
E06000023,"Bristol, City of",utla,2020-12-24,1.7,0.1,
E06000023,"Bristol, City of",utla,2020-12-23,1.6,0.1,
E06000023,"Bristol, City of",utla,2020-12-22,1.5,0.1,
E06000023,"Bristol, City of",utla,2020-12-21,1.4,0.1,
E06000023,"Bristol, City of",utla,2020-12-20,1.2,0.1,
E06000023,"Bristol, City of",utla,2020-12-19,0.9,0.1,
E06000023,"Bristol, City of",utla,2020-12-18,0.6,0.1,
E06000023,"Bristol, City of",utla,2020-12-17,0.5,0.1,
E06000023,"Bristol, City of",utla,2020-12-16,0.3,0.1,
E06000023,"Bristol, City of",utla,2020-12-15,0.2,0.1,
E06000023,"Bristol, City of",utla,2020-12-14,0.2,0.1,
E06000023,"Bristol, City of",utla,2020-12-13,0.2,0.1,
E06000023,"Bristol, City of",utla,2020-12-12,0.2,0.1,
E06000023,"Bristol, City of",utla,2020-12-11,0.1,0.1,
E06000023,"Bristol, City of",utla,2020-12-10,0.1,0.1,
E06000023,"Bristol, City of",utla,2020-12-09,0.1,0.1,
E06000023,"Bristol, City of",utla,2020-12-08,0.1,0.1,
