areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E08000025,Birmingham,utla,2021-03-08,28.3,1.3,
E08000025,Birmingham,utla,2021-03-07,28.1,1.3,
E08000025,Birmingham,utla,2021-03-06,27.8,1.3,
E08000025,Birmingham,utla,2021-03-05,26.9,1.2,
E08000025,Birmingham,utla,2021-03-04,26.2,1.2,
E08000025,Birmingham,utla,2021-03-03,25.7,1.1,
E08000025,Birmingham,utla,2021-03-02,25.3,1.1,
E08000025,Birmingham,utla,2021-03-01,25.0,1.0,
E08000025,Birmingham,utla,2021-02-28,24.8,1.0,
E08000025,Birmingham,utla,2021-02-27,24.5,1.0,
E08000025,Birmingham,utla,2021-02-26,23.8,1.0,
E08000025,Birmingham,utla,2021-02-25,22.8,0.9,
E08000025,Birmingham,utla,2021-02-24,21.9,0.9,
E08000025,Birmingham,utla,2021-02-23,21.2,0.9,
E08000025,Birmingham,utla,2021-02-22,20.8,0.9,
E08000025,Birmingham,utla,2021-02-21,20.5,0.9,
E08000025,Birmingham,utla,2021-02-20,20.3,0.9,
E08000025,Birmingham,utla,2021-02-19,19.7,0.8,
E08000025,Birmingham,utla,2021-02-18,19.3,0.8,
E08000025,Birmingham,utla,2021-02-17,18.6,0.8,
E08000025,Birmingham,utla,2021-02-16,18.1,0.8,
E08000025,Birmingham,utla,2021-02-15,17.7,0.8,
E08000025,Birmingham,utla,2021-02-14,17.3,0.8,
E08000025,Birmingham,utla,2021-02-13,17.0,0.8,
E08000025,Birmingham,utla,2021-02-12,16.4,0.8,
E08000025,Birmingham,utla,2021-02-11,15.9,0.8,
E08000025,Birmingham,utla,2021-02-10,15.5,0.8,
E08000025,Birmingham,utla,2021-02-09,15.2,0.8,
E08000025,Birmingham,utla,2021-02-08,14.9,0.8,
E08000025,Birmingham,utla,2021-02-07,14.7,0.8,
E08000025,Birmingham,utla,2021-02-06,14.5,0.8,
E08000025,Birmingham,utla,2021-02-05,14.0,0.8,
E08000025,Birmingham,utla,2021-02-04,13.5,0.8,
E08000025,Birmingham,utla,2021-02-03,13.0,0.8,
E08000025,Birmingham,utla,2021-02-02,12.7,0.8,
E08000025,Birmingham,utla,2021-02-01,12.3,0.8,
E08000025,Birmingham,utla,2021-01-31,12.0,0.8,
E08000025,Birmingham,utla,2021-01-30,11.8,0.8,
E08000025,Birmingham,utla,2021-01-29,11.1,0.8,
E08000025,Birmingham,utla,2021-01-28,10.7,0.8,
E08000025,Birmingham,utla,2021-01-27,10.4,0.8,
E08000025,Birmingham,utla,2021-01-26,10.1,0.8,
E08000025,Birmingham,utla,2021-01-25,9.8,0.8,
E08000025,Birmingham,utla,2021-01-24,9.6,0.8,
E08000025,Birmingham,utla,2021-01-23,9.4,0.8,
E08000025,Birmingham,utla,2021-01-22,8.7,0.8,
E08000025,Birmingham,utla,2021-01-21,8.1,0.8,
E08000025,Birmingham,utla,2021-01-20,7.6,0.8,
E08000025,Birmingham,utla,2021-01-19,7.2,0.8,
E08000025,Birmingham,utla,2021-01-18,6.9,0.8,
E08000025,Birmingham,utla,2021-01-17,6.6,0.8,
E08000025,Birmingham,utla,2021-01-16,6.4,0.8,
E08000025,Birmingham,utla,2021-01-15,5.9,0.8,
E08000025,Birmingham,utla,2021-01-14,5.3,0.8,
E08000025,Birmingham,utla,2021-01-13,4.7,0.8,
E08000025,Birmingham,utla,2021-01-12,4.2,0.8,
E08000025,Birmingham,utla,2021-01-11,3.9,0.8,
E08000025,Birmingham,utla,2021-01-10,3.7,0.8,
E08000025,Birmingham,utla,2021-01-09,3.4,0.7,
E08000025,Birmingham,utla,2021-01-08,2.9,0.5,
E08000025,Birmingham,utla,2021-01-07,2.4,0.3,
E08000025,Birmingham,utla,2021-01-06,2.1,0.2,
E08000025,Birmingham,utla,2021-01-05,2.0,0.1,
E08000025,Birmingham,utla,2021-01-04,1.9,,
E08000025,Birmingham,utla,2021-01-03,1.8,,
E08000025,Birmingham,utla,2021-01-02,1.8,,
E08000025,Birmingham,utla,2021-01-01,1.7,,
E08000025,Birmingham,utla,2020-12-31,1.7,,
E08000025,Birmingham,utla,2020-12-30,1.5,,
E08000025,Birmingham,utla,2020-12-29,1.3,,
E08000025,Birmingham,utla,2020-12-28,1.2,,
